mot_cpf,mot_rg,mot_nome,mot_renach,mot_telefone,mot_status,mot_cep,mot_rua,mot_bairro
89520112965,60884755,Lael Terry,XW153167850,46279692199,1,2167529,83281  Burundi Way,Alameda
21158653068,9198277,Riley Marsh,TY578755489,8378463223,1,64634162,19547  Australia St.,Billings
20283180383,43728059,Merrill Collier,KY204861289,13742172554,0,5805864,41369 East Central African Republic Blvd.,Seaford
70326432781,14864803,Austin Barr,DN644316280,90259655903,0,18783444,1516 East Ann Arbor Blvd.,Gilbert
14809647787,41075583,Sade Schmidt,CZ719337656,54068495081,1,78901064,70595 North Palau Ln.,Champaign
96660369566,62396148,Hedley Watson,BU227339026,24715231247,1,96359383,25532  Solomon Islands Ave.,Wilson
60065423487,91413818,Malcolm Edwards,YH773512270,35454040900,1,45355109,57193 East Barbados Ave.,Indio
95504928099,83643893,Jade Hill,ZF830388766,79792119335,1,63452311,59520 North Antarctica Blvd.,Iowa City
4424308968,52800912,Peter Barlow,WT508616361,34911155775,1,1146953,94250 East Canada Way,Agat
97544413559,37367577,Caldwell Craft,GZ471139823,4615445528,0,75445923,39094 South Ukraine Ln.,Statesboro
61544269140,76864625,Victor Morin,FT491822653,33115779974,0,27479290,37584 North Brazil Way,South Burlington
57592129127,99948454,Ralph Richardson,KC710529320,67911917729,0,7541951,7040 South Easton Ct.,Madison
81901467362,88016045,Zoe Lewis,HH021094141,29018568278,0,88494519,42717 North Cleveland Ct.,Pomona
36365294849,3038040,Tatyana Cortez,LE337327103,16792266959,1,98300823,28567 South Lower Burrell Ave.,Dayton
26400255876,69371272,Aimee Lowe,TB082550422,79974924338,1,42123971,9789 North Dickinson Ave.,Somerville
84127517199,13518069,Lydia Perry,KJ975817071,51957586886,1,76675989,81890 South Palo Alto Ct.,Sioux City
31640432746,34207971,Olympia Ford,AD656517016,32806636277,1,81549289,5013 West China Blvd.,Akron
51947789382,1136784,Ignacia Brewer,DZ654166586,6728704579,0,48219831,19246 South Puerto Rico Way,Reno
50976541931,53628298,Russell Raymond,TQ851512136,13040327045,1,97904507,60200  Ghana Ave.,New York
140778921,57269705,Donna Morrison,EJ655321645,55143679797,0,79681123,26931 East Indonesia Way,Monterey Park
86968286237,97979080,Cassandra Franco,TN601596419,29869412008,0,7233386,97006  Morgantown Blvd.,Maywood
26719936663,32820459,Lynn Ramos,OO855702436,544194737,0,36041007,41855 West Hoover Ct.,Troy
58244061376,74120652,Guy Goodman,YW940198906,80783522659,1,76986148,77731  Gastonia St.,Beacon
93090450202,51328140,Wayne Burgess,CS180580549,76704173911,1,94509139,1657 South Guam Ln.,Agat
73286701595,17610002,Alisa Lang,KY401183525,82643296354,0,67598284,48896 East Frederiksted St.,Youngstown
4006150856,81162838,Eaton Witt,JO460815111,50532504023,0,44278369,40079 South Mali Ave.,Rapid City
2158339200,45728332,Julian Hamilton,BC729454043,42144572271,0,58890438,1127  Croatia Way,Santa Clara
17487801038,98915395,Phyllis Saunders,EQ931163025,55192562295,1,65950319,56341 East Mason City St.,Melrose
93102786673,95859965,Carl Shaffer,PX372623512,95976843519,0,33826806,37138 East Azerbaijan Blvd.,Elizabeth City
29428444097,63776335,Ethan Strickland,XV700199743,87666973062,1,20306333,15672 East Batavia St.,Camden
5555253047,55632197,Darryl Mitchell,IK345952510,60530493627,1,13484716,12997 East Albania Ct.,Duncan
11761071381,39413903,Isaiah Vasquez,KD173706103,53337401001,0,22434703,11855  Norfolk Island Ln.,Tok
44771578760,92634104,Zahir Douglas,KH859429515,97859827777,1,99273749,61823 West Christmas Island Ct.,Taylorsville
20612088283,85071905,Warren Estrada,WH918344053,65994078657,0,82396558,9484 East Algeria Ave.,Salem
17854916809,59063417,Jameson Rose,PG332465816,90871204016,0,33168968,66306 North Dominican Republic Ave.,El Segundo
30273734108,28091253,John Wise,IS989116337,1367818360,0,13631005,55478  Bhutan Blvd.,York
45048732496,14622907,Chancellor Wilkins,NX182145386,81722945645,0,63049504,71858 West Hermosa Beach Ave.,Baldwin Park
5352400323,2069950,Craig Weeks,JV895636390,41524469235,1,64019895,59075 East Armenia Ct.,Sister Bay
18009638660,23663571,Kelsey Odonnell,KV855237248,79786247332,1,78156891,94413 South Finland Way,Tacoma
60328949385,49036352,Harlan Byrd,LG852827704,60009976734,1,2595939,11775 North South Africa Blvd.,Decatur
99721214778,19139281,Lana Hopper,JC376963356,15166709604,1,1987349,50858  Cheyenne Ct.,Merizo
46205815611,95348251,Emmanuel Schmidt,ML891734760,65806269687,1,61142264,72238 North Solomon Islands Ave.,Kankakee
24300011992,49025638,Valentine Haynes,BZ268007320,96632282345,0,12322426,8170 West Belgium Ct.,Azusa
35575217495,34297033,Daryl Wong,MR281840763,8370719992,1,1221782,97182  Saudi Arabia St.,Temple City
94116851342,15232823,Yasir Gomez,KC225103279,44066554234,0,46243680,78602 North Asheville St.,Sacramento
56659455623,23218633,Francis Rosa,MO757580136,14469709477,1,1498126,20500 East Gary Ave.,Knoxville
76191243107,22865309,Odysseus Sellers,GB928046070,51927229378,1,50146753,9505 South Christmas Island Ln.,Garden Grove
17704307511,944250,Jerry Reeves,WS362497498,92245380005,0,28405971,50533 South Gibraltar Blvd.,Little Rock
1136521914,77604431,Bevis Flores,KT517246098,83873489218,0,87042345,61482 North LaGrange St.,Santa Clarita
59031045590,44849739,Donna Allen,FA377209907,8349598240,1,47658743,37962 East Morocco Ln.,Oklahoma City
65831746223,10541239,Brody Moody,WJ996608631,79341300106,0,33272640,40727 West Agoura Hills Ct.,La Palma
23473479783,38642308,Martina Snow,HS377135084,70274919128,0,76742065,17161 East Oakland Blvd.,Ypsilanti
99380567748,78194346,Eagan Ochoa,YP489233128,16323482168,0,70300716,95651  Barbados Ln.,Johnstown
94958901023,29172,Allistair Medina,AP141795431,97232143777,1,79312298,64960 West Johnstown Blvd.,Mobile
21290514742,19715956,Laith Wright,NW926226759,7635280464,1,98182810,31320 South Taiwan, Province of China Ct.
23237281444,41649445,Mira York,OH849138192,94102205862,0,9386294,87277 West Brunei Darussalam Ct.,Coos Bay
1196497761,58766756,Ross Underwood,SW849208680,120356665,1,34339772,43070 South Arvada Ct.,Peabody
59460401135,52128321,Preston Riggs,IV764032128,67621544920,0,29404297,85758 West Tajikistan Ct.,Manitowoc
27507611201,76598363,Vaughan Delacruz,TU119061523,2144442794,1,46656547,9794 West Cedarburg Ave.,Morgan City
64511530598,40867473,Murphy Massey,VS231470753,19192814840,0,85707741,86879 West Anguilla Ln.,Charlottesville
62573446466,79217899,Armando Best,GK100881346,61623612792,0,94596191,25693 West Cortland St.,Vallejo
59260866802,29268608,Griffin Wiley,LL751579408,54160045518,1,6667923,70171 East Botswana Way,Vicksburg
60978869260,95532204,Keefe Decker,CQ027831957,92830210296,1,41975194,46355 South Greenland Ln.,Hawaiian Gardens
72752327239,90060719,Cooper Bell,AO197853723,13714491745,1,19027388,37587 South Croatia Ave.,Berkeley
40322792363,42502467,Ezra Harrell,ON903919211,15163748835,1,89828210,50346 South Guadeloupe Ave.,Muskogee
7143326141,46989771,Bryar Lester,NZ086805212,73796787474,0,78875411,45964 North Idaho Falls Ln.,Aurora
83450128334,62487557,Byron Peck,NA054513737,68838453225,0,37534283,74384 East Aruba Way,Oil City
31732361847,7747211,Rogan Bates,ZH846983030,27153051501,1,74603641,93120 North Peoria Way,Glen Cove
68419292869,30859358,Carla Barnes,JS543114333,63693941659,0,46501175,33079 North Hampton Blvd.,Alamogordo
36065548958,1734384,Bruce Stanley,WN266680083,47583021936,1,96559606,83147 South Carbondale Ave.,Falls Church
41695916156,94338366,Neville Hunter,OQ639046363,65879760978,0,20447385,2834 North Peabody Blvd.,East Lansing
45505429728,81947891,Kessie Workman,OV547346899,98449354837,0,84616442,66321 South Honduras St.,Helena
2719360942,5565840,Martin Noble,FM557985152,4693648676,0,15461629,41268  Middlebury St.,Huntington Park
670077883,68149425,Lester Moon,ZY591363607,8559254322,0,44514346,81601 East Bosnia and Herzegovina Blvd.,Rancho Cordova
32982725442,58496107,Cassidy Livingston,KI698003205,13307840197,1,57609853,92300  Holyoke Ct.,Meriden
51449001462,26515535,Jaquelyn Jacobson,ZF782856741,14063246581,0,20451676,63280 West Brigham City Ave.,Whittier
80984844167,30891714,Elmo Barron,GZ992786029,72717764365,0,49592833,82007  Kankakee St.,Klamath Falls
53596832130,87745248,Graham Robles,RV431029512,6957537618,0,782017,84868 South Gibraltar Ln.,Perth Amboy
29923719561,96872841,Willow Vega,FL134717495,57733597461,1,61230306,11371 East Christmas Island Blvd.,Cedar Rapids
8526071288,52467664,Camden Ware,YQ157663503,6511910071,1,75256998,68964 West Ireland Ct.,Atlanta
76361429966,17741884,Walker Rojas,UT241904475,92327365059,1,42373657,77598 East Hartland Ave.,Kennesaw
28874651101,20136175,Dalton Spencer,CI294580272,52124062521,1,11610618,80720  Luxembourg Ct.,Arvada
97242643013,9695738,Hope Hammond,ZZ701346756,56258595425,0,2406290,18427 West Ireland Blvd.,Alpharetta
88320078518,95719550,Teegan Kaufman,LW177446369,15899207229,1,12803208,92947 South Guam Ln.,Duarte
5420742251,54913198,Jacob Barry,TR327170096,33113885590,0,41634026,15824 South Ireland Ave.,Plantation
54172175904,18946876,Carson Strickland,ZS958279737,21413347478,1,5609931,38738 North Hampton St.,Guayanilla
5580167036,35532374,Fuller Duffy,TL736866631,54570197090,0,43180892,32656 East Asheville Ln.,Helena
86022783711,4972508,Shaine Ochoa,IF259196532,42887014785,0,80356238,76614 East New Madrid Blvd.,Huntington Park
79613297397,38103370,Brooke Anthony,OX085776742,40299028580,0,56038163,64176 North Easthampton Blvd.,Enfield
53477242788,63332040,Drew Vance,OK896080938,99422014634,0,69892637,63447 South Cypress Way,Hartford
16300214240,48969224,Wyatt Klein,XV285818561,69778551212,0,39365542,45628 South Falkland Islands (Malvinas) Ln.,Aberdeen
64122910874,53787910,Brennan Eaton,HZ927540171,4084688903,0,44558869,33156  Bartlesville Way,Woodward
73297337728,64809368,Zane Flowers,AA642943495,99296799884,0,66877372,87624 South Micronesia Blvd.,Seward
74826113808,67155809,Carol Duran,JZ291176027,21778253547,0,61173114,79917 East Greece St.,Hartford
75892324340,34114556,Harriet Shelton,FJ555324950,94261286206,0,60276510,18100 West Benin Ln.,Bridgeport
9375577414,58112525,Ray Rogers,MQ885330368,55827779929,1,85357302,43875 South Benin Ln.,Riverton
81918123943,72818606,Warren Poole,XS795880599,81642795775,1,89825302,11791 North Barbados Ave.,Poughkeepsie
65440385543,23342375,Ginger Mcdowell,AT753171273,40697008482,0,80199208,21537  Cambodia Ct.,Daly City
70867802127,7109531,Courtney Banks,WR361839373,342483562,1,78384333,15818 West Slovenia Blvd.,Hoover
32577384204,56404403,Marvin Tyler,JJ059674321,3641038852,1,29878616,85524 North Trinidad and Tobago Way,Hamilton
26041264845,37620190,Kelly Rush,FL030381799,91974244491,0,72834433,75628 West Germany St.,Yuma
64456604009,36934286,Erin Potts,TN314415852,31438723600,1,16784201,70171 South Georgia Blvd.,Joliet
48665810332,35184344,Rhiannon Dyer,NU307937050,87590453887,0,62292896,54628 West Portugal Blvd.,Sister Bay
23678042087,83443793,Fletcher Prince,WS708515271,51424285017,0,58192373,92882 West Guayanilla Ln.,Arvada
36222683132,62520339,Elton Bruce,FU925349857,49125855861,1,48141829,58966 North Antigua and Barbuda Blvd.,Bowie
37241143247,14513888,Jaden Langley,UH135339823,37156693224,1,25089041,77424  Farrell Ave.,Tuscaloosa
82345987022,71913222,Tad Trujillo,VV432413677,81721955463,0,63538298,10566 East Chile St.,Wynne
25606422715,14019107,Lionel Knox,QJ703985814,68253524297,0,11989328,84260 East Colombia Ct.,Winnemucca
15801606967,17571776,Hyatt Dennis,KM782537042,38992383501,1,54285125,48444 South Trinidad and Tobago Ln.,Valdosta
67671115342,51775267,Jillian Bradley,DJ932223024,79213269713,1,1625105,1665 West Fremont St.,Evansville
86203992326,2314505,Ingrid Page,TH970116984,78635370816,0,62915300,62416 North Philippines Ave.,Holyoke
97668050243,35356757,Arden Nicholson,CL398927391,4595402395,0,85622553,23091 West Uzbekistan Blvd.,Rocky Mount
35385695206,69453678,Kiona Wynn,BX206886612,10264478457,1,16261524,88803  Netherlands Antilles Way,Auburn
90253091162,35991723,Hop Horton,XV374801393,90538363192,0,9143991,25360 West Hopkinsville Ln.,Merizo
43686612762,90953606,Russell Miller,BE817683580,42514380108,1,43270451,7634 East Niue Ave.,Ephraim
90967202978,64253653,Myles Wolfe,IE061041138,95040265816,0,81165336,60672 East Burbank Way,Scottsbluff
75131210263,60359286,Lilah Mccall,PX450671248,52328776218,1,42509004,9166 South Honolulu St.,Midwest City
81578338084,38377628,Jana Bradley,BW946833139,84447063433,0,14718108,82990 North Nogales Blvd.,Forrest City
93156540118,76753296,Bertha Padilla,KL398736089,78415669911,0,52867224,29942 North Muskegon Blvd.,Cruz Bay
87082569403,69382663,Jeremy Colon,UD998150008,98401463499,1,43901506,40560 East Canada Way,Jefferson City
589272524,65149604,Shelby Schwartz,IJ683688243,14351357526,1,62239270,98952 North Niue Blvd.,Agawam
44582803484,3694274,Mariam Mckinney,YX752024994,90413601830,1,48397209,65158 West Central African Republic Ct.,Monongahela
80297056136,58717367,Addison Hewitt,AI734500284,39875377587,1,83638443,59224 South Armenia Ct.,Frankfort
41546453541,24604870,Emi Martin,HQ361553973,90343207139,0,70258714,34592 West Douglas Ln.,Berlin
13190497333,10366300,Amery Cleveland,SV743187026,70992240842,0,4441349,90621  Cook Islands St.,Corpus Christi
55349425962,67015761,Nayda Bridges,MN969454932,84509022715,0,37960306,75350 North Switzerland Way,Arvada
23467715007,65884039,Rowan Sutton,MU466646449,81383428058,1,37360904,20938  Bahrain Way,Waco
40106479268,1578544,Clio Downs,UA468869189,14199616979,1,87002886,13493  Guam Way,Rancho Cordova
94655577523,96581776,Brendan Benjamin,IY984699935,64165289684,1,4533741,99725 North Burkina Faso St.,Chula Vista
64358797897,99421452,Igor Caldwell,ZT921570298,2918664417,1,90693965,5299 South Andorra Ct.,Schaumburg
40315288529,72799221,Davis Francis,YE358705700,3906908722,1,41476948,10272 West Belize Blvd.,Aguadilla
82789425457,10790594,Penelope Cervantes,GO743664934,90280644999,0,29031522,41064 South Madagascar Way,Yonkers
38665482495,53049457,Illiana Hoffman,CQ262851706,18745645471,0,80051723,74091 North Congo Way,College Park
83351836272,91272484,Holly Gutierrez,UV967589338,64127071028,1,35856801,90121  Eatontown Way,La Palma
93938375777,36282547,Brent Brock,MI637282736,67869185161,1,98002703,94430 North Batavia Blvd.,Hartford
43159576516,8561695,Tasha Talley,EC166260907,46366298268,0,75983050,77003  Mayotte Ln.,Rolla
45822778420,89300964,Allen Beck,YF297660777,41959621833,1,45592830,14731 West Egypt Way,Yigo
45921191006,64352927,Desirae Norton,DB353268983,46275739668,1,96277025,50226 West Kuwait Blvd.,Waterloo
69097081258,33974764,Moses Sanchez,CO527909803,32482733688,1,62085317,56468  Antigua and Barbuda Blvd.,Santa Cruz
24484463740,79675095,Drake Hickman,QG254434223,57263914789,1,66665655,37134 South Cruz Bay Ave.,Covina
1273881467,56575976,Geoffrey Lynn,DP710459292,5533079048,1,86442344,11388 North Wallis and Futuna Blvd.,Decatur
12883917893,73377748,Kareem Brennan,JF767724640,87011686170,1,57904803,35885 East Guayama Ct.,Baton Rouge
54692705123,32605692,Grant Bryant,EL525148317,93661717059,1,67916500,30933 North American Samoa St.,Bossier City
65686020073,29974851,Jeremy Burgess,CD442697640,64099936444,1,23634346,40558 West Suriname St.,Chicago Heights
84521783436,93664689,Zephr Galloway,TH430214452,33417408829,0,25027197,49067 East Italy Ave.,Durham
8389026409,17281834,Garrett Best,VU757046751,14721189829,0,58587398,64778 East Albany Ave.,Half Moon Bay
68349090490,3815428,Tanisha Sykes,VW280421411,72036868472,1,83211664,25272 West Georgia Ave.,Eufaula
71477222599,97791441,Yeo Coffey,RA502790319,18367637147,1,92381288,79562  Macedonia Ave.,Natchez
3005090387,74743135,Gavin Elliott,SX979443885,88891509527,1,88982604,75810 West Klamath Falls Blvd.,West Hartford
661156750,65705039,Inga Noel,OA445810181,78074558776,0,4041312,75609 West Turkmenistan Ct.,Santa Fe
42967638468,75748384,Kerry Gallagher,UI255197625,44332968384,1,49146377,22402 East Bahrain Ave.,Casper
11911373791,29932841,Abbot Ball,WB747465435,834820184,1,85408389,92077 North Palau Blvd.,Norwalk
88286538951,59462332,Norman Palmer,CG239440733,41903159329,0,38078771,5590 South Saint Kitts and Nevis Ln.,Alexandria
96008583927,75402631,Candice Lang,YK040611891,65665010364,1,2763784,56277 North Nauru St.,Gold Beach
29254185898,19477612,Ivy Witt,NV907244773,53247808251,0,48996283,31923  Guayama Blvd.,Alameda
93050449884,34074125,Kyra Thornton,LW659217533,42813698826,0,44463190,47940  Uzbekistan Ln.,Hilo
60758748516,30823215,Gareth Rodriguez,PJ431156398,2978933523,0,90206518,11713 South Chandler Ct.,Nome
72254378398,91562378,Ciaran Ayers,CZ113663209,38006746581,1,71994470,88436 West Chile Ct.,Tamuning
726067311,62648397,Kennedy Mitchell,BV711207431,410346248,1,34890450,29940 East Guadeloupe Ct.,Frisco
97078357446,93656850,Quin Atkinson,NW726783338,97063233404,0,44176836,37824  Bolivia Ct.,Durham
22553897340,46046859,Stewart Allison,UL066771927,475063452,0,5835310,28116 East Hilo St.,Seattle
653452616,80161998,Clark Woodward,PB674036121,51693887571,1,22917199,95979 North Cape Verde Way,Jordan Valley
22119912060,72673579,Flavia Cochran,DD582764464,21240669162,1,1375564,10902 West Chino Hills St.,Frankfort
7292523730,97020202,Cadman Burns,AX918837045,88410193583,0,81280018,94703 West British Indian Ocean Territory Way,Newton
56732536493,12206001,Wyoming Tran,ZW084295948,92142939292,0,50136552,31775 East Jordan St.,Middletown
80297966532,58640623,Audra Mccormick,XC596390370,21675358339,1,95593514,91981 South Netherlands Way,Gilette
74495095709,2202314,Garrett Schmidt,NY580144259,44021348611,1,66569403,69754 North Everett Way,Highland Park
31382583608,72501419,Ishmael Hunter,TD738257550,29097969442,1,19771587,10028 North Finland Ct.,San Gabriel
19868106178,56744474,Macey Wilkerson,KD521060802,72191553371,1,76535598,96526  Slovakia Ave.,Woodruff
23569328340,74908427,Harper Cook,XN776874613,85206443301,1,90649273,34705 North Monaco St.,Chandler
38900980971,36917256,Amena Morris,JD323903730,92295831247,0,31435328,28634 East Comoros Ave.,Jordan Valley
45922849558,41857170,Pandora Downs,FI475866889,82225867452,1,34655284,81704 South Azerbaijan Ct.,Gainesville
99056055056,43731835,Destiny Moreno,QZ859131986,74050732875,0,19323612,60097 East Paterson Ln.,Healdsburg
47577711488,18592190,Vance Warner,FR604026660,53232167707,1,78559714,51467 South Austria Ln.,Manitowoc
64687295026,89556052,Henry Shields,MP959204141,40088963916,1,48949326,11382  Batavia Ave.,Bremerton
56152919353,13963129,Sara Jacobson,DP815559884,38298226789,0,62691582,14145  Cape Verde Ave.,Murray
48050211920,8692071,Aidan Freeman,RU813730405,97172531429,0,39696498,90859 West Australia Blvd.,Murray
13202139861,51624497,Harper Guerra,GQ277608831,7194609417,1,42125850,84952  Burkina Faso Way,Lawndale
68905182433,82646601,Shannon Whitfield,CS309925942,698906759,0,61909176,81098  Oshkosh St.,Torrance
72646443007,46236924,Ali Booker,EF875281195,6563347069,0,3573263,19054 West Cody St.,Shreveport
43582088197,12971175,Harding Snyder,YP945003504,19241394120,0,69574138,83411  Charleston Blvd.,Lander
36250603219,21869091,Gary Hopper,EG994047150,86463754256,1,98107130,63667 West Basin Blvd.,Lynn
3246970090,29513877,Hiram Mcdonald,DO090296548,28016089759,1,10707761,17681 South Canada Way,New Kensington
79636589748,21683690,Driscoll Whitney,WD987035892,67858464415,0,41195012,7315 South Hong Kong Blvd.,Douglas
54976236940,11764233,Ali Morton,TO353631100,81298195681,0,44710068,68088 East French Polynesia Ct.,Racine
57106015842,76927663,Erica Brock,OO388434216,76012552844,1,41338405,68363  Concord Ln.,Elko
55334463155,91950829,Laith Harvey,XP288443709,68707337072,1,7412719,27938 North Fiji Blvd.,Kenosha
42510444602,27054990,Ray Harrison,HB010861735,44029137281,1,15203454,29977 East Hudson Blvd.,Dana Point
81751656494,58269677,Rama Donovan,YI448404982,15605089094,1,15821260,10113 East Moldova St.,Rancho Cordova
26504811475,30724869,Macon Guy,BW394693833,33705368934,1,64869022,29249 North Cameroon Ct.,Miami
68843310981,87275802,Pearl Marks,OL583241259,47284429787,0,88698358,22172 North Burkina Faso Ave.,Plano
29005066328,87550343,Brianna Albert,OD262557917,76478057147,1,79636198,54246 North Green Bay St.,Corona
93472753087,23350035,Molly Kerr,ZK116340086,69388656030,0,91297961,51814  Hialeah Blvd.,Mandan
4274663566,6051793,Amal Norton,MW499131881,60671958609,1,84389925,77776 North Guam St.,Lake Charles
76514469177,96618193,Lacy Hebert,NU015062573,30343709941,1,89093815,44934 North Cayman Islands Ct.,McKeesport
94959221839,32993728,Xandra Dixon,RV578702784,86205969103,0,32648702,13985 South Cameroon St.,Bend
85851572478,15874443,Amity Mckay,BR520138158,829314366,1,92290032,71456 South Dominica Ln.,McKeesport
40938853525,29894879,Janna Waters,RP095873112,80015609454,0,5947116,13510 North Benin Ln.,Elkhart
97611067066,87933947,Hayes Elliott,AL433890570,52626630263,1,8556140,48545  American Samoa Ave.,Ansonia
33520863682,79341809,Trevor Newton,ED558192452,41976130666,1,10559605,86363  Ecuador Way,Port Huron
98841714421,92397906,Stephanie Hewitt,UX861078942,12824944663,1,63121808,3058 West Cocos (Keeling) Islands St.,Fairfax
27622721604,19528381,Nayda Craig,OY290753761,32835259542,1,81639398,42947 North China Blvd.,Corpus Christi
73943535458,51496481,Audrey Ferrell,CX652518710,46827236386,1,12593821,60406 North Cayman Islands Way,Victoria
29407587400,88743293,Macaulay Russo,FV532912796,77001422316,0,40890422,47475 West Bethlehem Ln.,Crown Point
67933277237,98839305,August Luna,ZG397362020,43226815713,0,1095928,24179 West Armenia Blvd.,Cambridge
24866777984,25623923,Nasim Kelley,SH730599568,50838940752,0,94735904,36377 East Bhutan Ave.,Ruston
51665318722,91509467,Laurel Ramirez,MS012462070,6328277793,0,75627171,46585 West Armenia St.,Malibu
21243660975,37621489,Sybil Powers,HH104408748,78160765200,1,57259107,29546 South Cocos (Keeling) Islands Blvd.,Oshkosh
68473053453,56279338,Oren Fuller,KG622858213,26545498930,1,94553,10613 East Hungary Ave.,Hoboken
88052165198,70691817,Calvin Bartlett,HO884402035,5409746375,1,14143633,52435  Saint Vincent and The Grenadines Way,Carson City
90212824446,72932772,Pandora Fitzgerald,RK301047836,1292389203,1,26879576,26767 West Eatontown Blvd.,Mayagüez
48611782511,5868335,Karyn Shepherd,JS768170132,84362537188,0,22137966,74886 North Australia Ave.,Villa Park
73378967673,8234954,Bruce Small,IP463171203,76034385568,1,64909249,8672  Russian Federation Blvd.,Hackensack
19986740411,36229166,Kathleen George,OC671135395,37654693037,0,75475557,70824 South Saudi Arabia Ln.,Fond du Lac
12520842064,49663862,Hedda Nunez,FO561356265,36628707552,0,59603601,42556 North Austria Blvd.,Corpus Christi
5265330992,36106790,Elvis Bowman,GF843043439,33790902256,0,21363898,20562 North Moldova Ct.,Laguna Woods
94672315911,34838706,Lev Morrison,GI009488027,86180635143,0,66105016,14361 East Bulgaria St.,Rancho Cucamonga
55452812294,19962742,Kelsie Dillon,SN051705427,6368668663,0,17644035,92127 North Algeria Ave.,La Habra Heights
2864968663,29986500,Shelley Baldwin,WI783514425,19260071227,0,62187360,43237 West Jamaica Ln.,Asbury Park
15607062226,61898377,Merrill Hendricks,LL769966069,26313109056,1,66475876,70063 North Allentown Ave.,Cedar Falls
63302042494,62299858,Athena Chandler,XY418532632,36404287775,1,19952757,68212  Holy See (Vatican City State) St.,Parker
70503063282,77387710,Jescie Morales,CF761143507,31166211963,0,70122262,80211 East Botswana Ln.,Grambling
94845156126,45816763,Autumn Walsh,MM610146939,2486391192,0,52172617,35330 North Burundi Ct.,Woodruff
67114056495,76388351,Minerva Craft,JA048747046,73935268826,0,49399862,70280 South Guayanilla Ct.,Calumet City
91712387904,3037142,Randall Pratt,VO300229155,82330952123,1,9887538,11584  Gardner Ave.,Fontana
46991631463,50972148,Chase Crane,TI363277925,58503041661,1,86298051,93111  Cook Islands Ave.,DuBois
42056749357,62091825,Idona Mccullough,MX391134800,41962539725,0,88286306,76323 East Garden Grove Ct.,San Fernando
6790291179,78002449,Herrod Gonzales,LM566078507,38433073710,1,41593675,98776 East Tuvalu Ln.,Peabody
24583725012,22484203,Amos Shepard,RA505574725,55017984064,0,13264731,22497 East Christmas Island Ln.,Kalamazoo
20599969978,48012867,Rana Mcknight,QT567258208,34657139353,1,82112044,1955 North Ecuador Ave.,Whittier
56787793136,36411363,Oleg Hickman,ZC262493459,74642417242,0,59336573,8163 West Anguilla Ct.,Detroit
62749625031,37682546,Galena Whitley,UX727162296,99634540250,0,89994271,16669 East Virgin Islands, British Ln.
60732348860,1581272,Alexa Stewart,GP865651333,14717484691,1,83714995,70014 East Australia Way,Frederiksted
1306107625,43927681,Kirk Rollins,CU067654621,49014700212,1,44375566,74677 West Palestinian Territory, Occupied Ave.
70949343587,78512742,Adam Ellison,QK435200101,76268155158,0,46640125,112  Bahamas Blvd.,Farmer City
44794351797,48604012,Hilel Francis,NI834521373,49828994151,0,23292527,69702 South British Indian Ocean Territory St.,San Antonio
33373405660,89023051,Nigel Castaneda,CA906035906,9977106914,0,43642438,25889 North Gloucester Ct.,Newburyport
65829421751,25707856,Kalia Watts,CM740664704,8850929747,1,62662620,95840 North Sweden Way,Mequon
63904899461,12612263,Ivory Pitts,OI046597125,40896857191,1,63949699,86655 West Taiwan, Province of China Ct.
61849327990,74519867,Elmo White,QX212525496,85763040751,0,11480800,73058 East Covina Ave.,Sheboygan
27627973951,5021250,Rashad Olsen,PU478596225,33768916375,1,8584748,65387 South French Southern Territories Blvd.,Calabasas
32646603350,8844285,Otto Manning,TI481302048,13531209312,1,59296276,60269  Concord Ave.,Council Bluffs
16298349197,79768110,Moana Frye,QR457908184,72120150444,0,2462799,93485 South Nigeria Ct.,Cheyenne
15058670278,25665435,Genevieve Reid,RC118121961,22704473072,1,16807170,88305 West Afghanistan Way,Keene
8067882513,61054931,Florence Pena,ID266924419,3943251856,1,94433975,43895 West Algeria Ct.,Nenana
29016223413,81324418,Eaton Day,AV645418391,17982465668,1,63545357,24188 North Kazakhstan St.,Reading
8467148879,20356766,Keane Burris,KS503306505,25919323598,0,32316696,79702 South South Georgia and The South Sandwich Islands Way,Clarksville
77119517114,592998,Dara Peters,XT986968190,29854042731,1,23574746,76572  Grambling Ct.,Clairton
16368727632,55153808,Kim Decker,JQ921082493,94039234799,1,88990322,59895 West Saint Pierre and Miquelon Ct.,Wisconsin Rapids
62267473410,44019061,Katelyn Larsen,QH313047236,29966701676,1,28115619,39548 South Central African Republic Way,Centennial
58178176616,71642700,Maxine Figueroa,LJ072583439,59164439453,0,60593741,20340  Glendale Blvd.,Rialto
24442094066,49252333,Kay Williams,GN502723562,41686884582,1,43210493,98240 East Hammond Ln.,Nogales
49087157999,76179300,Galena Mccarty,CM138397109,23367922708,1,81936520,90401 North Hutchinson Way,Layton
42989317721,94732699,Amela Jimenez,XR496811691,47878532751,1,87179695,72061 East India Ct.,Sandy Springs
50145309063,39230569,Stephen Roach,QI894552275,21647175523,1,84456540,24202 North Citrus Heights Ln.,Hoover
47961174133,93117220,Conan Reynolds,FZ224090604,36978339901,1,36059790,47409 South Cambodia Ct.,Citrus Heights
53233150333,65256248,Tiger Fields,PL415998603,62029443404,0,98387353,67159 South Algeria Ln.,Murrieta
65077729474,17949701,Cruz Russo,DT014082656,81233887481,0,33707978,55093 West Senegal Way,Fairbanks
